Trade 1 ID,Trade 2 ID,Symbol,Category
44301570,1743933942394820743,XAUUSD,Reverse Trade
44301570,45582040,XAUUSD,Copy Trade
44301570,45591880,XAUUSD,Reverse Trade
44301570,1742642088757359161,XAUUSD,Reverse Trade
44301570,45602173,XAUUSD,Reverse Trade
44301570,45653216,XAUUSD,Reverse Trade
44301570,45680225,XAUUSD,Reverse Trade
44301570,1742642088763492430,XAUUSD,Copy Trade
44301570,45786488,XAUUSD,Reverse Trade
44301570,1743933942405376587,XAUUSD,Reverse Trade
44301570,45892433,XAUUSD,Reverse Trade
44301570,45894523,XAUUSD,Reverse Trade
44301570,45900824,XAUUSD,Reverse Trade
44301570,45917338,XAUUSD,Copy Trade
44301570,1742642088774046616,XAUUSD,Copy Trade
44301570,45987730,XAUUSD,Reverse Trade
44301570,46005876,XAUUSD,Reverse Trade
44301570,46036477,XAUUSD,Reverse Trade
44301570,1743933942411010796,XAUUSD,Reverse Trade
44301570,46082513,XAUUSD,Reverse Trade
44301570,1743933942414633082,XAUUSD,Reverse Trade
44301570,46107751,XAUUSD,Copy Trade
44301570,46151590,XAUUSD,Reverse Trade
44301570,46159359,XAUUSD,Copy Trade
44301570,46159617,XAUUSD,Reverse Trade
44301570,46182165,XAUUSD,Copy Trade
44301570,46188321,XAUUSD,Reverse Trade
44301570,46219038,XAUUSD,Reverse Trade
44301570,46238879,XAUUSD,Reverse Trade
44301570,46269175,XAUUSD,Reverse Trade
44301570,46443185,XAUUSD,Reverse Trade
44301570,46568889,XAUUSD,Copy Trade
44301570,46560427,XAUUSD,Reverse Trade
44301570,46601872,XAUUSD,Reverse Trade
44301570,46625758,XAUUSD,Reverse Trade
44301570,46190521,XAUUSD,Copy Trade
44301570,46740288,XAUUSD,Copy Trade
44301570,1743933942439833626,XAUUSD,Reverse Trade
44301570,1743933942440150854,XAUUSD,Reverse Trade
44301570,46869447,XAUUSD,Copy Trade
44301570,46871372,XAUUSD,Reverse Trade
44301570,1743933942447248216,XAUUSD,Reverse Trade
44301570,46947309,XAUUSD,Reverse Trade
44301570,46954255,XAUUSD,Copy Trade
44301570,46975825,XAUUSD,Copy Trade
44301570,46978037,XAUUSD,Reverse Trade
44301570,47027416,XAUUSD,Reverse Trade
44301570,1743933942451476415,XAUUSD,Copy Trade
44301570,47079356,XAUUSD,Reverse Trade
44301570,47086182,XAUUSD,Reverse Trade
44301570,47135883,XAUUSD,Reverse Trade
44301570,1742642088811361186,XAUUSD,Copy Trade
44301570,47271313,XAUUSD,Copy Trade
44301570,1743933942462905116,XAUUSD,Reverse Trade
44301570,1742642088821791032,XAUUSD,Reverse Trade
44301570,1743933942466734061,XAUUSD,Reverse Trade
44301570,47573999,XAUUSD,Copy Trade
44301992,44711999,XAUUSD,Partial Copy
44301992,44727052,XAUUSD,Partial Copy
44301992,44796391,XAUUSD,Partial Copy
44301992,38185886,XAUUSD,Partial Copy
44301992,45150554,XAUUSD,Partial Copy
44301992,45290818,XAUUSD,Partial Copy
44301992,45292875,XAUUSD,Partial Copy
44301992,45387193,XAUUSD,Copy Trade
44301992,45395194,XAUUSD,Partial Copy
44301992,45408510,XAUUSD,Partial Copy
44301992,45428242,XAUUSD,Partial Copy
44301992,1743933942389739318,XAUUSD,Partial Copy
44301992,1742642088755857636,XAUUSD,Copy Trade
44301992,1742642088759954592,XAUUSD,Partial Copy
44301992,45625762,XAUUSD,Partial Copy
44301992,45673093,XAUUSD,Partial Copy
44301992,45726625,XAUUSD,Copy Trade
44301992,1742642088765545305,XAUUSD,Partial Copy
44301992,45813814,XAUUSD,Partial Copy
44301992,1743933942407169517,XAUUSD,Partial Copy
44301992,46033889,XAUUSD,Partial Copy
44301992,38205939,XAUUSD,Copy Trade
44301992,46299346,XAUUSD,Partial Copy
44301992,46318666,XAUUSD,Copy Trade
44301992,46377219,XAUUSD,Partial Copy
44301992,46410777,XAUUSD,Partial Copy
44301992,46417668,XAUUSD,Partial Copy
44301992,46437012,XAUUSD,Copy Trade
44301992,1743933942427195029,XAUUSD,Partial Copy
44301992,38212605,XAUUSD,Partial Copy
44301992,46681590,XAUUSD,Partial Copy
44301992,46733188,XAUUSD,Reverse Trade
44301992,46796971,XAUUSD,Reverse Trade
44301992,46722457,XAUUSD,Partial Copy
44301992,38216717,XAUUSD,Reverse Trade
44301992,47167098,XAUUSD,Partial Copy
44301992,1743933942456647851,XAUUSD,Copy Trade
44301992,47282294,XAUUSD,Copy Trade
44301992,1742642088819456302,XAUUSD,Copy Trade
44301992,47432218,XAUUSD,Partial Copy
44301992,1742642088819505068,XAUUSD,Partial Copy
44301992,1743933942464605914,XAUUSD,Partial Copy
44301992,47531986,XAUUSD,Copy Trade
44308525,44481626,XAUUSD,Reverse Trade
44308525,44528541,XAUUSD,Copy Trade
44308525,44551207,XAUUSD,Copy Trade
44308525,44638229,XAUUSD,Reverse Trade
44308525,44703565,XAUUSD,Copy Trade
44308525,44720111,XAUUSD,Copy Trade
44308525,44786625,XAUUSD,Reverse Trade
44308525,1743933942364780809,XAUUSD,Copy Trade
44308525,44854716,XAUUSD,Partial Copy
44308525,44857692,XAUUSD,Copy Trade
44308525,1743933942369387951,XAUUSD,Copy Trade
44308525,45024424,XAUUSD,Copy Trade
44308525,45037721,XAUUSD,Reverse Trade
44308525,1743933942371369293,XAUUSD,Reverse Trade
44308525,45104889,XAUUSD,Reverse Trade
44308525,45155948,XAUUSD,Reverse Trade
44308525,45207093,XAUUSD,Reverse Trade
44308525,45213899,XAUUSD,Reverse Trade
44308525,1742642088738288524,XAUUSD,Copy Trade
44308525,45264876,XAUUSD,Copy Trade
44308525,45333038,XAUUSD,Partial Copy
44308525,45391944,XAUUSD,Partial Copy
44308525,45407099,XAUUSD,Reverse Trade
44308525,45413144,XAUUSD,Copy Trade
44308525,45416561,XAUUSD,Copy Trade
44308525,45442167,XAUUSD,Reverse Trade
44308525,1743933942386853536,XAUUSD,Reverse Trade
44308525,45482689,XAUUSD,Partial Copy
44308525,45483248,XAUUSD,Partial Copy
44308525,45504483,XAUUSD,Partial Copy
44308525,45506460,XAUUSD,Reverse Trade
44308525,45528713,XAUUSD,Reverse Trade
44308525,45578852,XAUUSD,Partial Copy
44308525,45595932,XAUUSD,Reverse Trade
44308525,45602902,XAUUSD,Reverse Trade
44308525,45606634,XAUUSD,Partial Copy
44308525,45611494,XAUUSD,Copy Trade
44308525,45642586,XAUUSD,Reverse Trade
44308525,45649684,XAUUSD,Copy Trade
44308525,45695006,XAUUSD,Reverse Trade
44308525,45694771,XAUUSD,Partial Copy
44308525,45700515,XAUUSD,Reverse Trade
44308525,45712864,XAUUSD,Reverse Trade
44308525,45773931,XAUUSD,Reverse Trade
44308525,45796557,XAUUSD,Partial Copy
44308525,1742642088766652695,XAUUSD,Reverse Trade
44308525,45914935,XAUUSD,Copy Trade
44308525,45938682,XAUUSD,Partial Copy
44308525,46018484,XAUUSD,Reverse Trade
44308525,46042472,XAUUSD,Partial Copy
44308525,46049653,XAUUSD,Reverse Trade
44308525,46075864,XAUUSD,Copy Trade
44308525,46192045,XAUUSD,Copy Trade
44308525,46294906,XAUUSD,Partial Copy
44308525,46302686,XAUUSD,Reverse Trade
44308525,46303267,XAUUSD,Reverse Trade
44308525,46345659,XAUUSD,Reverse Trade
44308525,1743933942425650930,XAUUSD,Copy Trade
44308525,46522741,XAUUSD,Reverse Trade
44308525,1742642088787805525,XAUUSD,Reverse Trade
44308525,46603381,XAUUSD,Copy Trade
44308525,46629083,XAUUSD,Copy Trade
44308525,46629323,XAUUSD,Reverse Trade
44308525,1743933942434023252,XAUUSD,Reverse Trade
44308525,46694299,XAUUSD,Reverse Trade
44308525,46726378,XAUUSD,Reverse Trade
44308525,46826973,XAUUSD,Reverse Trade
44308525,46830590,XAUUSD,Partial Copy
44308525,46849409,XAUUSD,Copy Trade
44308525,46872721,XAUUSD,Copy Trade
44308525,47004113,XAUUSD,Reverse Trade
44308525,1743933942449802965,XAUUSD,Partial Copy
44308525,47058855,XAUUSD,Reverse Trade
44308525,47269019,XAUUSD,Reverse Trade
44308525,47367602,XAUUSD,Copy Trade
44308525,1743933942461673749,XAUUSD,Partial Copy
44308525,47391600,XAUUSD,Copy Trade
44308525,47414697,XAUUSD,Partial Copy
44308525,47416523,XAUUSD,Reverse Trade
44308525,1742642088820323057,XAUUSD,Reverse Trade
44308525,1743933942465064324,XAUUSD,Copy Trade
44308525,47494459,XAUUSD,Reverse Trade
44313281,44420329,XAUUSD,Copy Trade
44313281,44437283,XAUUSD,Copy Trade
44313281,44693847,XAUUSD,Copy Trade
44313281,44731600,XAUUSD,Reverse Trade
44313281,1743933942364838603,XAUUSD,Copy Trade
44313281,44822783,XAUUSD,Copy Trade
44313281,44922224,XAUUSD,Copy Trade
44313281,45023429,XAUUSD,Copy Trade
44313281,45057483,XAUUSD,Copy Trade
44313281,45071732,XAUUSD,Copy Trade
44313281,45088565,XAUUSD,Copy Trade
44313281,45115004,XAUUSD,Copy Trade
44313281,1743933942373923425,XAUUSD,Reverse Trade
44313281,45187167,XAUUSD,Copy Trade
44313281,45198864,XAUUSD,Copy Trade
44313281,45212860,XAUUSD,Copy Trade
44313281,1743933942381618881,XAUUSD,Copy Trade
44313281,45358209,XAUUSD,Copy Trade
44313281,45364582,XAUUSD,Copy Trade
44313281,1743933942382790280,XAUUSD,Reverse Trade
44313281,45383962,XAUUSD,Copy Trade
44313281,1743933942401801883,XAUUSD,Reverse Trade
44313281,45705168,XAUUSD,Copy Trade
44313281,45730017,XAUUSD,Copy Trade
44313281,45748344,XAUUSD,Copy Trade
44313281,38200024,XAUUSD,Copy Trade
44313281,45780703,XAUUSD,Copy Trade
44313281,45826935,XAUUSD,Reverse Trade
44313281,45985979,XAUUSD,Reverse Trade
44313281,45996066,XAUUSD,Copy Trade
44313281,1743933942409097858,XAUUSD,Copy Trade
44313281,46298637,XAUUSD,Reverse Trade
44313281,46373905,XAUUSD,Reverse Trade
44313281,46588400,XAUUSD,Copy Trade
44313281,46631983,XAUUSD,Copy Trade
44313281,46702604,XAUUSD,Copy Trade
44313281,1743933942441829129,XAUUSD,Reverse Trade
44313281,46779332,XAUUSD,Reverse Trade
44313281,46779873,XAUUSD,Copy Trade
44313281,46800717,XAUUSD,Copy Trade
44313281,1743933942447658815,XAUUSD,Copy Trade
44313281,38216210,XAUUSD,Copy Trade
44313281,47015236,XAUUSD,Copy Trade
44313281,1743933942451223292,XAUUSD,Copy Trade
44313281,1743933942457151693,XAUUSD,Copy Trade
44313281,47261153,XAUUSD,Reverse Trade
44313281,47334939,XAUUSD,Reverse Trade
44313281,1743933942463902167,XAUUSD,Reverse Trade
44313281,47417400,XAUUSD,Copy Trade
44313281,47528495,XAUUSD,Reverse Trade
44313281,47598019,XAUUSD,Copy Trade
44316161,1743933942351878047,XAUUSD,Reverse Trade
44316161,44361870,XAUUSD,Copy Trade
44316161,44376792,XAUUSD,Partial Copy
44316161,44391532,XAUUSD,Partial Copy
44316161,1743933942358496278,XAUUSD,Reverse Trade
44316161,44438244,XAUUSD,Reverse Trade
44316161,44479194,XAUUSD,Partial Copy
44316161,44522890,XAUUSD,Partial Copy
44316161,44526582,XAUUSD,Copy Trade
44316161,44559575,XAUUSD,Partial Copy
44316161,1743933942363433837,XAUUSD,Copy Trade
44316161,1742642088739626368,XAUUSD,Copy Trade
44316161,44605659,XAUUSD,Copy Trade
44316161,44618289,XAUUSD,Reverse Trade
44316161,44702698,XAUUSD,Copy Trade
44316161,44757653,XAUUSD,Copy Trade
44316161,44765464,XAUUSD,Copy Trade
44316161,44836654,XAUUSD,Copy Trade
44316161,44946858,XAUUSD,Reverse Trade
44316161,45015090,XAUUSD,Partial Copy
44316161,45021784,XAUUSD,Partial Copy
44316161,45114819,XAUUSD,Reverse Trade
44316161,45138823,XAUUSD,Copy Trade
44316161,1743933942375259691,XAUUSD,Copy Trade
44316161,45214431,XAUUSD,Copy Trade
44316161,1743933942376293317,XAUUSD,Copy Trade
44316161,38193256,XAUUSD,Partial Copy
44316161,45397251,XAUUSD,Reverse Trade
44316161,1743933942383400233,XAUUSD,Reverse Trade
44316161,45449531,XAUUSD,Copy Trade
44316161,45455260,XAUUSD,Copy Trade
44316161,45440660,XAUUSD,Partial Copy
44316161,1743933942389058459,XAUUSD,Copy Trade
44316161,45518462,XAUUSD,Copy Trade
44316161,38196388,XAUUSD,Copy Trade
44316161,1742642088756309821,XAUUSD,Reverse Trade
44316161,1743933942404798987,XAUUSD,Copy Trade
44316161,45631118,XAUUSD,Copy Trade
44316161,1743933942399342972,XAUUSD,Partial Copy
44316161,45750260,XAUUSD,Partial Copy
44316161,45786030,XAUUSD,Reverse Trade
44316161,45911920,XAUUSD,Reverse Trade
44316161,45951308,XAUUSD,Copy Trade
44316161,1743933942411244485,XAUUSD,Reverse Trade
44316161,1743933942415351994,XAUUSD,Reverse Trade
44316161,46152409,XAUUSD,Reverse Trade
44316161,46157014,XAUUSD,Reverse Trade
44316161,46220397,XAUUSD,Copy Trade
44316161,46244128,XAUUSD,Copy Trade
44316161,46275232,XAUUSD,Copy Trade
44316161,46442414,XAUUSD,Copy Trade
44316161,46465025,XAUUSD,Partial Copy
44316161,46505660,XAUUSD,Partial Copy
44316161,46517346,XAUUSD,Copy Trade
44316161,46523009,XAUUSD,Copy Trade
44316161,46530942,XAUUSD,Reverse Trade
44316161,46665287,XAUUSD,Copy Trade
44316161,46669080,XAUUSD,Partial Copy
44316161,46646497,XAUUSD,Reverse Trade
44316161,46728271,XAUUSD,Partial Copy
44316161,46728508,XAUUSD,Partial Copy
44316161,46776740,XAUUSD,Partial Copy
44316161,46796025,XAUUSD,Copy Trade
44316161,1742642088806092233,XAUUSD,Copy Trade
44316161,1743933942444704688,XAUUSD,Partial Copy
44316161,46830118,XAUUSD,Copy Trade
44316161,46859484,XAUUSD,Copy Trade
44316161,46907419,XAUUSD,Reverse Trade
44316161,46933173,XAUUSD,Copy Trade
44316161,46938160,XAUUSD,Reverse Trade
44316161,46968602,XAUUSD,Copy Trade
44316161,1742642088807932936,XAUUSD,Partial Copy
44316161,47023418,XAUUSD,Copy Trade
44316161,47062725,XAUUSD,Copy Trade
44316161,47080030,XAUUSD,Copy Trade
44316161,1743933942452426973,XAUUSD,Copy Trade
44316161,47162178,XAUUSD,Copy Trade
44316161,47170946,XAUUSD,Reverse Trade
44316161,47176034,XAUUSD,Copy Trade
44316161,47179816,XAUUSD,Partial Copy
44316161,1743933942456274044,XAUUSD,Partial Copy
44316161,47221291,XAUUSD,Partial Copy
44316161,47247296,XAUUSD,Copy Trade
44316161,47340942,XAUUSD,Reverse Trade
44316161,47362369,XAUUSD,Partial Copy
44316161,47401166,XAUUSD,Partial Copy
44316161,47430813,XAUUSD,Reverse Trade
44316161,47479525,XAUUSD,Reverse Trade
44316161,47488697,XAUUSD,Reverse Trade
44316161,47507850,XAUUSD,Partial Copy
44316161,38224194,XAUUSD,Partial Copy
44316161,47523022,XAUUSD,Reverse Trade
44316161,47524191,XAUUSD,Reverse Trade
44316161,1742642088821975782,XAUUSD,Partial Copy
44316161,1743933942467892266,XAUUSD,Partial Copy
44316161,47582303,XAUUSD,Copy Trade
44316161,1743933942467902768,XAUUSD,Reverse Trade
44316161,47610257,XAUUSD,Copy Trade
44316161,47611873,XAUUSD,Reverse Trade
44316161,47616628,XAUUSD,Partial Copy
44323107,44326131,XAUUSD,Copy Trade
44323107,44399722,XAUUSD,Reverse Trade
44323107,44433939,XAUUSD,Copy Trade
44323107,44428787,XAUUSD,Reverse Trade
44323107,1742642088717680629,XAUUSD,Copy Trade
44323107,1742642088720699362,XAUUSD,Copy Trade
44323107,44576921,XAUUSD,Reverse Trade
44323107,1743933942369346334,XAUUSD,Copy Trade
44323107,44604123,XAUUSD,Copy Trade
44323107,44614642,XAUUSD,Reverse Trade
44323107,44617879,XAUUSD,Reverse Trade
44323107,44644408,XAUUSD,Copy Trade
44323107,44751026,XAUUSD,Reverse Trade
44323107,44779889,XAUUSD,Copy Trade
44323107,44807886,XAUUSD,Copy Trade
44323107,1742642088736379126,XAUUSD,Reverse Trade
44323107,44956670,XAUUSD,Copy Trade
44323107,1742642088730711913,XAUUSD,Copy Trade
44323107,45013268,XAUUSD,Copy Trade
44323107,1743933942370551603,XAUUSD,Reverse Trade
44323107,45079607,XAUUSD,Reverse Trade
44323107,1742642088735981404,XAUUSD,Copy Trade
44323107,45136577,XAUUSD,Reverse Trade
44323107,1742642088740743803,XAUUSD,Copy Trade
44323107,45281140,XAUUSD,Copy Trade
44323107,38193477,XAUUSD,Copy Trade
44323107,1742642088742095765,XAUUSD,Copy Trade
44323107,45334321,XAUUSD,Copy Trade
44323107,45343001,XAUUSD,Reverse Trade
44323107,45370368,XAUUSD,Copy Trade
44323107,45520431,XAUUSD,Reverse Trade
44323107,1743933942394527680,XAUUSD,Copy Trade
44323107,1743933942394820743,XAUUSD,Copy Trade
44323107,45582040,XAUUSD,Reverse Trade
44323107,45591880,XAUUSD,Copy Trade
44323107,1742642088757359161,XAUUSD,Copy Trade
44323107,45602173,XAUUSD,Copy Trade
44323107,45653216,XAUUSD,Copy Trade
44323107,45680225,XAUUSD,Copy Trade
44323107,1742642088763492430,XAUUSD,Reverse Trade
44323107,45786488,XAUUSD,Copy Trade
44323107,1743933942405376587,XAUUSD,Copy Trade
44323107,45892433,XAUUSD,Copy Trade
44323107,45894523,XAUUSD,Copy Trade
44323107,45900824,XAUUSD,Copy Trade
44323107,45917338,XAUUSD,Reverse Trade
44323107,1742642088774046616,XAUUSD,Reverse Trade
44323107,45987730,XAUUSD,Copy Trade
44323107,46005876,XAUUSD,Copy Trade
44323107,46036477,XAUUSD,Copy Trade
44323107,1743933942411010796,XAUUSD,Copy Trade
44323107,46082513,XAUUSD,Copy Trade
44323107,1743933942414633082,XAUUSD,Copy Trade
44323107,46107751,XAUUSD,Reverse Trade
44323107,46151590,XAUUSD,Copy Trade
44323107,46159359,XAUUSD,Reverse Trade
44323107,46159617,XAUUSD,Copy Trade
44323107,46182165,XAUUSD,Reverse Trade
44323107,46188321,XAUUSD,Copy Trade
44323107,46219038,XAUUSD,Copy Trade
44323107,46238879,XAUUSD,Copy Trade
44323107,46269175,XAUUSD,Copy Trade
44323107,46443185,XAUUSD,Copy Trade
44323107,46568889,XAUUSD,Reverse Trade
44323107,46560427,XAUUSD,Copy Trade
44323107,46601872,XAUUSD,Copy Trade
44323107,46625758,XAUUSD,Copy Trade
44323107,46190521,XAUUSD,Reverse Trade
44323107,46740288,XAUUSD,Reverse Trade
44323107,1743933942439833626,XAUUSD,Copy Trade
44323107,1743933942440150854,XAUUSD,Copy Trade
44323107,46869447,XAUUSD,Reverse Trade
44323107,46871372,XAUUSD,Copy Trade
44323107,1743933942447248216,XAUUSD,Copy Trade
44323107,46947309,XAUUSD,Copy Trade
44323107,46954255,XAUUSD,Reverse Trade
44323107,46975825,XAUUSD,Reverse Trade
44323107,46978037,XAUUSD,Copy Trade
44323107,47027416,XAUUSD,Copy Trade
44323107,1743933942451476415,XAUUSD,Reverse Trade
44323107,47079356,XAUUSD,Copy Trade
44323107,47086182,XAUUSD,Copy Trade
44323107,47135883,XAUUSD,Copy Trade
44323107,1742642088811361186,XAUUSD,Reverse Trade
44323107,47271313,XAUUSD,Reverse Trade
44323107,1743933942462905116,XAUUSD,Copy Trade
44323107,1742642088821791032,XAUUSD,Copy Trade
44323107,1743933942466734061,XAUUSD,Copy Trade
44323107,47573999,XAUUSD,Reverse Trade
44326131,44399722,XAUUSD,Reverse Trade
44326131,44433939,XAUUSD,Copy Trade
44326131,44428787,XAUUSD,Reverse Trade
44326131,1742642088717680629,XAUUSD,Copy Trade
44326131,1742642088720699362,XAUUSD,Copy Trade
44326131,44576921,XAUUSD,Reverse Trade
44326131,1743933942369346334,XAUUSD,Copy Trade
44326131,44604123,XAUUSD,Copy Trade
44326131,44614642,XAUUSD,Reverse Trade
44326131,44617879,XAUUSD,Reverse Trade
44326131,44644408,XAUUSD,Copy Trade
44326131,44751026,XAUUSD,Reverse Trade
44326131,44779889,XAUUSD,Copy Trade
44326131,44807886,XAUUSD,Copy Trade
44326131,1742642088736379126,XAUUSD,Reverse Trade
44326131,44956670,XAUUSD,Copy Trade
44326131,1742642088730711913,XAUUSD,Copy Trade
44326131,45013268,XAUUSD,Copy Trade
44326131,1743933942370551603,XAUUSD,Reverse Trade
44326131,45079607,XAUUSD,Reverse Trade
44326131,1742642088735981404,XAUUSD,Copy Trade
44326131,45136577,XAUUSD,Reverse Trade
44326131,1742642088740743803,XAUUSD,Copy Trade
44326131,45281140,XAUUSD,Copy Trade
44326131,38193477,XAUUSD,Copy Trade
44326131,1742642088742095765,XAUUSD,Copy Trade
44326131,45334321,XAUUSD,Copy Trade
44326131,45343001,XAUUSD,Reverse Trade
44326131,45370368,XAUUSD,Copy Trade
44326131,45520431,XAUUSD,Reverse Trade
44326131,1743933942394527680,XAUUSD,Copy Trade
44326131,1743933942394820743,XAUUSD,Copy Trade
44326131,45582040,XAUUSD,Reverse Trade
44326131,45591880,XAUUSD,Copy Trade
44326131,1742642088757359161,XAUUSD,Copy Trade
44326131,45602173,XAUUSD,Copy Trade
44326131,45653216,XAUUSD,Copy Trade
44326131,45680225,XAUUSD,Copy Trade
44326131,1742642088763492430,XAUUSD,Reverse Trade
44326131,45786488,XAUUSD,Copy Trade
44326131,1743933942405376587,XAUUSD,Copy Trade
44326131,45892433,XAUUSD,Copy Trade
44326131,45894523,XAUUSD,Copy Trade
44326131,45900824,XAUUSD,Copy Trade
44326131,45917338,XAUUSD,Reverse Trade
44326131,1742642088774046616,XAUUSD,Reverse Trade
44326131,45987730,XAUUSD,Copy Trade
44326131,46005876,XAUUSD,Copy Trade
44326131,46036477,XAUUSD,Copy Trade
44326131,1743933942411010796,XAUUSD,Copy Trade
44326131,46082513,XAUUSD,Copy Trade
44326131,1743933942414633082,XAUUSD,Copy Trade
44326131,46107751,XAUUSD,Reverse Trade
44326131,46151590,XAUUSD,Copy Trade
44326131,46159359,XAUUSD,Reverse Trade
44326131,46159617,XAUUSD,Copy Trade
44326131,46182165,XAUUSD,Reverse Trade
44326131,46188321,XAUUSD,Copy Trade
44326131,46219038,XAUUSD,Copy Trade
44326131,46238879,XAUUSD,Copy Trade
44326131,46269175,XAUUSD,Copy Trade
44326131,46443185,XAUUSD,Copy Trade
44326131,46568889,XAUUSD,Reverse Trade
44326131,46560427,XAUUSD,Copy Trade
44326131,46601872,XAUUSD,Copy Trade
44326131,46625758,XAUUSD,Copy Trade
44326131,46190521,XAUUSD,Reverse Trade
44326131,46740288,XAUUSD,Reverse Trade
44326131,1743933942439833626,XAUUSD,Copy Trade
44326131,1743933942440150854,XAUUSD,Copy Trade
44326131,46869447,XAUUSD,Reverse Trade
44326131,46871372,XAUUSD,Copy Trade
44326131,1743933942447248216,XAUUSD,Copy Trade
44326131,46947309,XAUUSD,Copy Trade
44326131,46954255,XAUUSD,Reverse Trade
44326131,46975825,XAUUSD,Reverse Trade
44326131,46978037,XAUUSD,Copy Trade
44326131,47027416,XAUUSD,Copy Trade
44326131,1743933942451476415,XAUUSD,Reverse Trade
44326131,47079356,XAUUSD,Copy Trade
44326131,47086182,XAUUSD,Copy Trade
44326131,47135883,XAUUSD,Copy Trade
44326131,1742642088811361186,XAUUSD,Reverse Trade
44326131,47271313,XAUUSD,Reverse Trade
44326131,1743933942462905116,XAUUSD,Copy Trade
44326131,1742642088821791032,XAUUSD,Copy Trade
44326131,1743933942466734061,XAUUSD,Copy Trade
44326131,47573999,XAUUSD,Reverse Trade
1743933942355251420,1742642088720748894,XAUUSD,Partial Copy
1743933942355251420,1742642088720654623,XAUUSD,Partial Copy
1743933942355251420,44579397,XAUUSD,Partial Copy
1743933942355251420,44706329,XAUUSD,Partial Copy
1743933942355251420,44704831,XAUUSD,Partial Copy
1743933942355251420,44711999,XAUUSD,Partial Copy
1743933942355251420,44796391,XAUUSD,Partial Copy
1743933942355251420,38185886,XAUUSD,Partial Copy
1743933942355251420,1742642088734260904,XAUUSD,Partial Copy
1743933942355251420,1743933942369204678,XAUUSD,Partial Copy
1743933942355251420,1742642088736103944,XAUUSD,Partial Copy
1743933942355251420,45183749,XAUUSD,Partial Copy
1743933942355251420,45238768,XAUUSD,Partial Copy
1743933942355251420,45290818,XAUUSD,Partial Copy
1743933942355251420,45395194,XAUUSD,Partial Copy
1743933942355251420,45408510,XAUUSD,Partial Copy
1743933942355251420,1742642088757377040,XAUUSD,Partial Copy
1743933942355251420,45634108,XAUUSD,Partial Copy
1743933942355251420,45673093,XAUUSD,Partial Copy
1743933942355251420,1742642088765545305,XAUUSD,Partial Copy
1743933942355251420,45813814,XAUUSD,Partial Copy
1743933942355251420,1743933942407169517,XAUUSD,Partial Copy
1743933942355251420,46033889,XAUUSD,Partial Copy
1743933942355251420,45987360,XAUUSD,Partial Copy
1743933942355251420,1742642088787803933,XAUUSD,Partial Copy
1743933942355251420,46377219,XAUUSD,Partial Copy
1743933942355251420,46410777,XAUUSD,Partial Copy
1743933942355251420,46515155,XAUUSD,Partial Copy
1743933942355251420,1743933942426045493,XAUUSD,Partial Copy
1743933942355251420,1743933942427195029,XAUUSD,Partial Copy
1743933942355251420,46681590,XAUUSD,Partial Copy
1743933942355251420,38212793,XAUUSD,Partial Copy
1743933942355251420,1743933942447027065,XAUUSD,Partial Copy
1743933942355251420,46722864,XAUUSD,Partial Copy
1743933942355251420,46757566,XAUUSD,Partial Copy
1743933942355251420,46814277,XAUUSD,Partial Copy
1743933942355251420,1743933942445514189,XAUUSD,Partial Copy
1743933942355251420,46722457,XAUUSD,Partial Copy
1743933942355251420,46902354,XAUUSD,Partial Copy
1743933942355251420,47087680,XAUUSD,Partial Copy
1743933942355251420,47190753,XAUUSD,Partial Copy
1743933942355251420,1742642088816699263,XAUUSD,Partial Copy
1743933942355251420,1742642088822193046,XAUUSD,Partial Copy
1743933942355251420,47453722,XAUUSD,Partial Copy
1743933942355251420,47516679,XAUUSD,Partial Copy
44358756,44460125,XAUUSD,Partial Copy
44358756,1742642088722399424,XAUUSD,Reverse Trade
44358756,38184281,XAUUSD,Copy Trade
44358756,1742642088726640753,XAUUSD,Copy Trade
44358756,44704175,XAUUSD,Partial Copy
44358756,44717651,XAUUSD,Reverse Trade
44358756,1742642088729495095,XAUUSD,Reverse Trade
44358756,45038994,XAUUSD,Copy Trade
44358756,1743933942371991373,XAUUSD,Partial Copy
44358756,38190621,XAUUSD,Reverse Trade
44358756,1742642088738286407,XAUUSD,Copy Trade
44358756,1742642088742342160,XAUUSD,Copy Trade
44358756,1742642088742742097,XAUUSD,Copy Trade
44358756,45412436,XAUUSD,Copy Trade
44358756,45575810,XAUUSD,Partial Copy
44358756,45605476,XAUUSD,Reverse Trade
44358756,1742642088765522512,XAUUSD,Reverse Trade
44358756,1742642088760829812,XAUUSD,Copy Trade
44358756,1742642088761365450,XAUUSD,Copy Trade
44358756,1743933942409327685,XAUUSD,Partial Copy
44358756,1742642088771795957,XAUUSD,Reverse Trade
44358756,1742642088773114694,XAUUSD,Copy Trade
44358756,1743933942415187818,XAUUSD,Copy Trade
44358756,46303897,XAUUSD,Partial Copy
44358756,46308379,XAUUSD,Partial Copy
44358756,46312791,XAUUSD,Reverse Trade
44358756,1742642088780330984,XAUUSD,Reverse Trade
44358756,46681263,XAUUSD,Partial Copy
44358756,46765298,XAUUSD,Reverse Trade
44358756,1742642088800142599,XAUUSD,Partial Copy
44358756,1743933942445693786,XAUUSD,Partial Copy
44358756,46973760,XAUUSD,Partial Copy
44358756,1742642088817568674,XAUUSD,Reverse Trade
44358756,1742642088808789249,XAUUSD,Partial Copy
44358756,47053051,XAUUSD,Reverse Trade
