Trade 1 ID,Trade 2 ID,Symbol,Category,Mode,Same User,Violation,User1,User2
38176104,1743933942407874844,EURUSD,Reverse Trade,B,False,False,5786070,1757826
38176104,46121439,EURUSD,Reverse Trade,B,False,False,5786070,10398511
38176104,1742642088788213589,EURUSD,Copy Trade,B,False,False,5786070,100729413
38176104,1742642088805447586,EURUSD,Reverse Trade,B,False,False,5786070,100770432
44089183,1743933942347652187,EURUSD,Reverse Trade,B,False,False,10462856,1584212
44089183,38182136,EURUSD,Reverse Trade,B,False,False,10462856,5725369
44089183,1743933942448903129,EURUSD,Partial Copy,B,False,False,10462856,1753030
44089183,46290186,EURUSD,Reverse Trade,B,False,False,10462856,10517549
44098285,44391017,EURUSD,Partial Copy,B,False,False,10453523,10160999
44098285,44546230,EURUSD,Reverse Trade,B,False,False,10453523,10469185
44098285,44660724,EURUSD,Reverse Trade,B,False,False,10453523,10376566
44098285,44681840,EURUSD,Copy Trade,B,False,False,10453523,10409807
44098285,1743933942365701449,EURUSD,Partial Copy,B,False,False,10453523,1447337
44098285,45763708,EURUSD,Reverse Trade,B,False,False,10453523,10451847
44098285,1743933942406015360,EURUSD,Partial Copy,B,False,False,10453523,1748771
44098285,46134271,EURUSD,Partial Copy,B,False,False,10453523,10243604
44098285,1743933942418912960,EURUSD,Partial Copy,B,False,False,10453523,1729345
44098285,46442535,EURUSD,Partial Copy,B,False,False,10453523,10400544
44098285,46879071,EURUSD,Reverse Trade,B,False,False,10453523,10525304
44098285,1743933942447201143,EURUSD,Partial Copy,B,False,False,10453523,1770396
44098285,47034530,EURUSD,Copy Trade,B,False,False,10453523,10410570
44098285,47133490,EURUSD,Reverse Trade,B,False,False,10453523,10219519
44098285,47158310,EURUSD,Partial Copy,B,False,False,10453523,10420344
44098285,47269018,EURUSD,Partial Copy,B,False,False,10453523,10378176
44098285,47577213,EURUSD,Copy Trade,B,False,False,10453523,10472999
1743933942429236374,1742642088710925532,EURUSD,Partial Copy,B,False,False,1745458,100742810
1743933942429236374,44385636,EURUSD,Partial Copy,B,False,False,1745458,10314258
1743933942429236374,44400945,EURUSD,Partial Copy,B,False,False,1745458,10194437
1743933942429236374,38185951,EURUSD,Partial Copy,B,False,False,1745458,5731920
1743933942429236374,38188624,EURUSD,Partial Copy,B,False,False,1745458,5787264
1743933942429236374,38188725,EURUSD,Partial Copy,B,False,False,1745458,5791594
1743933942429236374,45479996,EURUSD,Partial Copy,B,False,False,1745458,10375349
1743933942429236374,45651744,EURUSD,Partial Copy,B,False,False,1745458,10501655
1743933942429236374,45697869,EURUSD,Partial Copy,B,False,False,1745458,10461742
1743933942429236374,45823705,EURUSD,Partial Copy,B,False,False,1745458,10306388
1743933942429236374,45908669,EURUSD,Partial Copy,B,False,False,1745458,10337433
1743933942429236374,46465026,EURUSD,Partial Copy,B,False,False,1745458,10521892
1743933942429236374,46627259,EURUSD,Partial Copy,B,False,False,1745458,10247795
1743933942429236374,46628732,EURUSD,Partial Copy,B,False,False,1745458,10516032
1743933942429236374,46764834,EURUSD,Partial Copy,B,False,False,1745458,10248773
1743933942429236374,46898488,EURUSD,Partial Copy,B,False,False,1745458,10209175
1743933942429236374,47174606,EURUSD,Partial Copy,B,False,False,1745458,10532935
1743933942429236374,47322542,EURUSD,Partial Copy,B,False,False,1745458,10402863
1743933942429236374,47412555,EURUSD,Partial Copy,B,False,False,1745458,10538163
1743933942347652187,38182136,EURUSD,Copy Trade,B,False,False,1584212,5725369
1743933942347652187,1743933942448903129,EURUSD,Partial Copy,B,False,False,1584212,1753030
1743933942347652187,46290186,EURUSD,Copy Trade,B,False,False,1584212,10517549
1742642088708564324,44290458,EURUSD,Partial Copy,B,False,False,100748447,10421645
1742642088708564324,45695476,EURUSD,Partial Copy,B,False,False,100748447,10182277
1742642088708564324,1742642088793656699,EURUSD,Partial Copy,B,False,False,100748447,100768710
1742642088710925532,1743933942355752687,EURUSD,Partial Copy,B,False,False,100742810,1771854
1742642088710925532,44385636,EURUSD,Copy Trade,B,False,False,100742810,10314258
1742642088710925532,44454238,EURUSD,Partial Copy,B,False,False,100742810,10192723
1742642088710925532,44400945,EURUSD,Partial Copy,B,False,False,100742810,10194437
1742642088710925532,44797294,EURUSD,Partial Copy,B,False,False,100742810,10136074
1742642088710925532,38185951,EURUSD,Partial Copy,B,False,False,100742810,5731920
1742642088710925532,38188624,EURUSD,Copy Trade,B,False,False,100742810,5787264
1742642088710925532,38188725,EURUSD,Partial Copy,B,False,False,100742810,5791594
1742642088710925532,45479996,EURUSD,Reverse Trade,B,False,False,100742810,10375349
1742642088710925532,45697869,EURUSD,Reverse Trade,B,False,False,100742810,10461742
1742642088710925532,45823705,EURUSD,Reverse Trade,B,False,False,100742810,10306388
1742642088710925532,45908669,EURUSD,Partial Copy,B,False,False,100742810,10337433
1742642088710925532,46465026,EURUSD,Reverse Trade,B,False,False,100742810,10521892
1742642088710925532,46627259,EURUSD,Reverse Trade,B,False,False,100742810,10247795
1742642088710925532,46628732,EURUSD,Partial Copy,B,False,False,100742810,10516032
1742642088710925532,46764834,EURUSD,Partial Copy,B,False,False,100742810,10248773
1742642088710925532,46898488,EURUSD,Copy Trade,B,False,False,100742810,10209175
1742642088710925532,47116736,EURUSD,Partial Copy,B,False,False,100742810,10278257
1742642088710925532,47322542,EURUSD,Partial Copy,B,False,False,100742810,10402863
1742642088710925532,47412555,EURUSD,Partial Copy,B,False,False,100742810,10538163
44224028,1743933942355752687,EURUSD,Partial Copy,B,False,False,10459856,1771854
44224028,44454238,EURUSD,Partial Copy,B,False,False,10459856,10192723
44224028,44551707,EURUSD,Copy Trade,B,False,False,10459856,10437208
44224028,1743933942368448941,EURUSD,Partial Copy,B,False,False,10459856,1567986
44224028,44797294,EURUSD,Partial Copy,B,False,False,10459856,10136074
44224028,1743933942365701449,EURUSD,Partial Copy,B,False,False,10459856,1447337
44224028,1743933942402159302,EURUSD,Partial Copy,B,False,False,10459856,1598873
44224028,1743933942406247509,EURUSD,Copy Trade,B,False,False,10459856,1638389
44224028,1743933942406015360,EURUSD,Partial Copy,B,False,False,10459856,1748771
44224028,46134271,EURUSD,Partial Copy,B,False,False,10459856,10243604
44224028,46169867,EURUSD,Reverse Trade,B,False,False,10459856,10403182
44224028,1743933942418912960,EURUSD,Partial Copy,B,False,False,10459856,1729345
44224028,1743933942447201143,EURUSD,Partial Copy,B,False,False,10459856,1770396
44224028,47116736,EURUSD,Partial Copy,B,False,False,10459856,10278257
44224028,47158310,EURUSD,Partial Copy,B,False,False,10459856,10420344
44224028,47179220,EURUSD,Reverse Trade,B,False,False,10459856,10406657
44224028,1743933942460591351,EURUSD,Reverse Trade,B,False,False,10459856,1765522
44271804,1743933942448903129,EURUSD,Partial Copy,B,False,False,10422332,1753030
44271804,45867525,EURUSD,Reverse Trade,B,False,False,10422332,10349223
44274193,44610856,EURUSD,Copy Trade,B,False,False,10238616,10272836
44274193,44630767,EURUSD,Reverse Trade,B,False,False,10238616,10402511
44274193,44686094,EURUSD,Copy Trade,B,False,False,10238616,10496958
44274193,1743933942364315175,EURUSD,Copy Trade,B,False,False,10238616,1771125
44274193,44833225,EURUSD,Reverse Trade,B,False,False,10238616,10499278
44274193,45106927,EURUSD,Copy Trade,B,False,False,10238616,10395426
44274193,1743933942407874844,EURUSD,Copy Trade,B,False,False,10238616,1757826
44274193,46121439,EURUSD,Copy Trade,B,False,False,10238616,10398511
44274193,1742642088788213589,EURUSD,Reverse Trade,B,False,False,10238616,100729413
44274193,1742642088805447586,EURUSD,Copy Trade,B,False,False,10238616,100770432
44290458,45695476,EURUSD,Partial Copy,B,False,False,10421645,10182277
44290458,1742642088793656699,EURUSD,Partial Copy,B,False,False,10421645,100768710
1743933942355752687,44385636,EURUSD,Partial Copy,B,False,False,1771854,10314258
1743933942355752687,44454238,EURUSD,Reverse Trade,B,False,False,1771854,10192723
1743933942355752687,44400945,EURUSD,Partial Copy,B,False,False,1771854,10194437
1743933942355752687,44551707,EURUSD,Partial Copy,B,False,False,1771854,10437208
1743933942355752687,1743933942368448941,EURUSD,Partial Copy,B,False,False,1771854,1567986
1743933942355752687,44797294,EURUSD,Partial Copy,B,False,False,1771854,10136074
1743933942355752687,38188624,EURUSD,Partial Copy,B,False,False,1771854,5787264
1743933942355752687,45479996,EURUSD,Partial Copy,B,False,False,1771854,10375349
1743933942355752687,45697869,EURUSD,Partial Copy,B,False,False,1771854,10461742
1743933942355752687,1743933942402159302,EURUSD,Partial Copy,B,False,False,1771854,1598873
1743933942355752687,45823705,EURUSD,Partial Copy,B,False,False,1771854,10306388
1743933942355752687,1743933942406247509,EURUSD,Partial Copy,B,False,False,1771854,1638389
1743933942355752687,46169867,EURUSD,Partial Copy,B,False,False,1771854,10403182
1743933942355752687,46465026,EURUSD,Partial Copy,B,False,False,1771854,10521892
1743933942355752687,46627259,EURUSD,Partial Copy,B,False,False,1771854,10247795
1743933942355752687,46898488,EURUSD,Partial Copy,B,False,False,1771854,10209175
1743933942355752687,47116736,EURUSD,Copy Trade,B,False,False,1771854,10278257
1743933942355752687,47179220,EURUSD,Partial Copy,B,False,False,1771854,10406657
1743933942355752687,1743933942460591351,EURUSD,Partial Copy,B,False,False,1771854,1765522
44303695,44736824,EURUSD,Partial Copy,B,False,False,10453936,10286556
44303695,44894400,EURUSD,Partial Copy,B,False,False,10453936,10464096
44303695,1742642088741282544,EURUSD,Partial Copy,B,False,False,10453936,100757881
44303695,1742642088781898335,EURUSD,Partial Copy,B,False,False,10453936,100762355
44303695,47137410,EURUSD,Partial Copy,B,False,False,10453936,10493735
44303695,47381241,EURUSD,Partial Copy,B,False,False,10453936,10536902
44360771,44588763,EURUSD,Partial Copy,B,False,False,10469458,10460833
44360771,44593368,EURUSD,Partial Copy,B,False,False,10469458,10447812
44360771,44676799,EURUSD,Partial Copy,B,False,False,10469458,10494291
44360771,1743933942366851126,EURUSD,Partial Copy,B,False,False,10469458,1747508
44360771,45683177,EURUSD,Partial Copy,B,False,False,10469458,10476326
44360771,1742642088783569356,EURUSD,Partial Copy,B,False,False,10469458,100762967
44360771,1743933942413874505,EURUSD,Partial Copy,B,False,False,10469458,1570675
44360771,38207964,EURUSD,Partial Copy,B,False,False,10469458,5783274
44360771,46445752,EURUSD,Partial Copy,B,False,False,10469458,10522164
44360771,47135859,EURUSD,Partial Copy,B,False,False,10469458,10532283
1743933942351786249,38186345,EURUSD,Reverse Trade,B,False,False,1760881,5773841
1743933942351786249,1743933942380382176,EURUSD,Copy Trade,B,False,False,1760881,1743341
1743933942351786249,1743933942376365877,EURUSD,Copy Trade,B,False,False,1760881,1727568
1743933942351786249,1743933942408202736,EURUSD,Copy Trade,B,False,False,1760881,1630251
1743933942351786249,1743933942417158679,EURUSD,Copy Trade,B,False,False,1760881,1773246
1743933942351786249,46960479,EURUSD,Copy Trade,B,False,False,1760881,10369211
1743933942351786249,38218017,EURUSD,Copy Trade,B,False,False,1760881,5789879
1743933942351786249,1743933942459221801,EURUSD,Partial Copy,B,False,False,1760881,1772793
1743933942351786249,47571517,EURUSD,Copy Trade,B,False,False,1760881,10409921
44368989,44498525,EURUSD,Reverse Trade,B,False,False,10440531,10414818
44368989,44860721,EURUSD,Reverse Trade,B,False,False,10440531,10497045
44368989,45060402,EURUSD,Copy Trade,B,False,False,10440531,10482730
44368989,45104490,EURUSD,Copy Trade,B,False,False,10440531,10178103
44368989,45651744,EURUSD,Partial Copy,B,False,False,10440531,10501655
44368989,45755299,EURUSD,Copy Trade,B,False,False,10440531,10471453
44368989,45741758,EURUSD,Partial Copy,B,False,False,10440531,10367099
44368989,45794395,EURUSD,Reverse Trade,B,False,False,10440531,10418790
44368989,46114796,EURUSD,Reverse Trade,B,False,False,10440531,10474016
44368989,47174606,EURUSD,Partial Copy,B,False,False,10440531,10532935
44368989,47315997,EURUSD,Reverse Trade,B,False,False,10440531,10396210
44368989,47412555,EURUSD,Partial Copy,B,False,False,10440531,10538163
44368989,47425438,EURUSD,Copy Trade,B,False,False,10440531,10518392
44385636,44454238,EURUSD,Partial Copy,B,False,False,10314258,10192723
44385636,44400945,EURUSD,Partial Copy,B,False,False,10314258,10194437
44385636,44797294,EURUSD,Partial Copy,B,False,False,10314258,10136074
44385636,38185951,EURUSD,Partial Copy,B,False,False,10314258,5731920
44385636,38188624,EURUSD,Copy Trade,B,False,False,10314258,5787264
44385636,38188725,EURUSD,Partial Copy,B,False,False,10314258,5791594
44385636,45479996,EURUSD,Reverse Trade,B,False,False,10314258,10375349
44385636,45697869,EURUSD,Reverse Trade,B,False,False,10314258,10461742
44385636,45823705,EURUSD,Reverse Trade,B,False,False,10314258,10306388
44385636,45908669,EURUSD,Partial Copy,B,False,False,10314258,10337433
44385636,46465026,EURUSD,Reverse Trade,B,False,False,10314258,10521892
44385636,46627259,EURUSD,Reverse Trade,B,False,False,10314258,10247795
44385636,46628732,EURUSD,Partial Copy,B,False,False,10314258,10516032
44385636,46764834,EURUSD,Partial Copy,B,False,False,10314258,10248773
44385636,46898488,EURUSD,Copy Trade,B,False,False,10314258,10209175
44385636,47116736,EURUSD,Partial Copy,B,False,False,10314258,10278257
44385636,47322542,EURUSD,Partial Copy,B,False,False,10314258,10402863
44385636,47412555,EURUSD,Partial Copy,B,False,False,10314258,10538163
44391017,44546230,EURUSD,Partial Copy,B,False,False,10160999,10469185
44391017,44660724,EURUSD,Partial Copy,B,False,False,10160999,10376566
44391017,44681840,EURUSD,Partial Copy,B,False,False,10160999,10409807
44391017,45763708,EURUSD,Partial Copy,B,False,False,10160999,10451847
44391017,46442535,EURUSD,Reverse Trade,B,False,False,10160999,10400544
44391017,46879071,EURUSD,Partial Copy,B,False,False,10160999,10525304
44391017,47034530,EURUSD,Partial Copy,B,False,False,10160999,10410570
44391017,47133490,EURUSD,Partial Copy,B,False,False,10160999,10219519
44391017,47269018,EURUSD,Partial Copy,B,False,False,10160999,10378176
44391017,47577213,EURUSD,Partial Copy,B,False,False,10160999,10472999
1742642088729063083,1743933942411526880,EURUSD,Reverse Trade,B,False,False,100750675,1776267
1742642088729063083,46425495,EURUSD,Partial Copy,B,False,False,100750675,10394196
1742642088729063083,46901017,EURUSD,Partial Copy,B,False,False,100750675,10425666
44454238,44400945,EURUSD,Partial Copy,B,False,False,10192723,10194437
44454238,44551707,EURUSD,Partial Copy,B,False,False,10192723,10437208
44454238,1743933942368448941,EURUSD,Partial Copy,B,False,False,10192723,1567986
44454238,44797294,EURUSD,Partial Copy,B,False,False,10192723,10136074
44454238,38188624,EURUSD,Partial Copy,B,False,False,10192723,5787264
44454238,45479996,EURUSD,Partial Copy,B,False,False,10192723,10375349
44454238,45697869,EURUSD,Partial Copy,B,False,False,10192723,10461742
44454238,1743933942402159302,EURUSD,Partial Copy,B,False,False,10192723,1598873
44454238,45823705,EURUSD,Partial Copy,B,False,False,10192723,10306388
44454238,1743933942406247509,EURUSD,Partial Copy,B,False,False,10192723,1638389
44454238,46169867,EURUSD,Partial Copy,B,False,False,10192723,10403182
44454238,46465026,EURUSD,Partial Copy,B,False,False,10192723,10521892
44454238,46627259,EURUSD,Partial Copy,B,False,False,10192723,10247795
44454238,46898488,EURUSD,Partial Copy,B,False,False,10192723,10209175
44454238,47116736,EURUSD,Reverse Trade,B,False,False,10192723,10278257
44454238,47179220,EURUSD,Partial Copy,B,False,False,10192723,10406657
44454238,1743933942460591351,EURUSD,Partial Copy,B,False,False,10192723,1765522
44400945,44797294,EURUSD,Partial Copy,B,False,False,10194437,10136074
44400945,38185951,EURUSD,Partial Copy,B,False,False,10194437,5731920
44400945,38188624,EURUSD,Partial Copy,B,False,False,10194437,5787264
44400945,38188725,EURUSD,Partial Copy,B,False,False,10194437,5791594
44400945,45479996,EURUSD,Partial Copy,B,False,False,10194437,10375349
44400945,45697869,EURUSD,Partial Copy,B,False,False,10194437,10461742
44400945,45823705,EURUSD,Partial Copy,B,False,False,10194437,10306388
44400945,45908669,EURUSD,Partial Copy,B,False,False,10194437,10337433
44400945,46465026,EURUSD,Partial Copy,B,False,False,10194437,10521892
44400945,46627259,EURUSD,Partial Copy,B,False,False,10194437,10247795
44400945,46628732,EURUSD,Partial Copy,B,False,False,10194437,10516032
44400945,46764834,EURUSD,Partial Copy,B,False,False,10194437,10248773
44400945,46898488,EURUSD,Partial Copy,B,False,False,10194437,10209175
44400945,47116736,EURUSD,Partial Copy,B,False,False,10194437,10278257
44400945,47322542,EURUSD,Partial Copy,B,False,False,10194437,10402863
44400945,47412555,EURUSD,Partial Copy,B,False,False,10194437,10538163
44498525,44860721,EURUSD,Copy Trade,B,False,False,10414818,10497045
44498525,45060402,EURUSD,Reverse Trade,B,False,False,10414818,10482730
44498525,45104490,EURUSD,Reverse Trade,B,False,False,10414818,10178103
44498525,45651744,EURUSD,Partial Copy,B,False,False,10414818,10501655
44498525,45755299,EURUSD,Reverse Trade,B,False,False,10414818,10471453
44498525,45741758,EURUSD,Partial Copy,B,False,False,10414818,10367099
44498525,45794395,EURUSD,Copy Trade,B,False,False,10414818,10418790
44498525,46114796,EURUSD,Copy Trade,B,False,False,10414818,10474016
44498525,47174606,EURUSD,Partial Copy,B,False,False,10414818,10532935
44498525,47315997,EURUSD,Copy Trade,B,False,False,10414818,10396210
44498525,47412555,EURUSD,Partial Copy,B,False,False,10414818,10538163
44498525,47425438,EURUSD,Reverse Trade,B,False,False,10414818,10518392
38182136,1743933942448903129,EURUSD,Partial Copy,B,False,False,5725369,1753030
38182136,46290186,EURUSD,Copy Trade,B,False,False,5725369,10517549
44546230,44660724,EURUSD,Copy Trade,B,False,False,10469185,10376566
44546230,44681840,EURUSD,Reverse Trade,B,False,False,10469185,10409807
44546230,1743933942365701449,EURUSD,Partial Copy,B,False,False,10469185,1447337
44546230,45763708,EURUSD,Copy Trade,B,False,False,10469185,10451847
44546230,1743933942406015360,EURUSD,Partial Copy,B,False,False,10469185,1748771
44546230,46134271,EURUSD,Partial Copy,B,False,False,10469185,10243604
44546230,1743933942418912960,EURUSD,Partial Copy,B,False,False,10469185,1729345
44546230,46442535,EURUSD,Partial Copy,B,False,False,10469185,10400544
44546230,46879071,EURUSD,Copy Trade,B,False,False,10469185,10525304
44546230,1743933942447201143,EURUSD,Partial Copy,B,False,False,10469185,1770396
44546230,47034530,EURUSD,Reverse Trade,B,False,False,10469185,10410570
44546230,47133490,EURUSD,Copy Trade,B,False,False,10469185,10219519
44546230,47158310,EURUSD,Partial Copy,B,False,False,10469185,10420344
44546230,47269018,EURUSD,Partial Copy,B,False,False,10469185,10378176
